10,0,1,9,0.0270233
50,0,1,9,0.0270233
100,0,1,9,0.0270233
500,0,1,9,0.0270233
1000,0,1,9,0.0270233
10,0.1,1,9,0.0960675
50,0.1,1,9,0.0480682
100,0.1,1,9,0.0283434
500,0.1,1,9,0.0238759
1000,0.1,1,9,0.0230491
10,0.2,1,9,0.1338340
50,0.2,1,9,0.0616661
100,0.2,1,9,0.0680211
500,0.2,1,9,0.0357540
1000,0.2,1,9,0.0186483
10,0.3,1,9,0.1828183
50,0.3,1,9,0.0989203
100,0.3,1,9,0.0800183
500,0.3,1,9,0.0254271
1000,0.3,1,9,0.0215924
10,0.4,1,9,0.3149810
50,0.4,1,9,0.1173831
100,0.4,1,9,0.0810796
500,0.4,1,9,0.0342751
1000,0.4,1,9,0.0233532
10,0.5,1,9,0.5091799
50,0.5,1,9,0.2128936
100,0.5,1,9,0.1368738
500,0.5,1,9,0.0817493
1000,0.5,1,9,0.0591997
10,0.6,1,9,0.3080648
50,0.6,1,9,0.3959088
100,0.6,1,9,0.2850980
500,0.6,1,9,0.1179682
1000,0.6,1,9,0.0983832
10,0.7,1,9,0.2906533
50,0.7,1,9,0.4138198
100,0.7,1,9,0.3499291
500,0.7,1,9,0.2383345
1000,0.7,1,9,0.2322860
10,0.8,1,9,0.0452675
50,0.8,1,9,0.1199473
100,0.8,1,9,0.2604390
500,0.8,1,9,0.2543066
1000,0.8,1,9,0.3221362
10,0.9,1,9,0.0617284
50,0.9,1,9,0.2298829
100,0.9,1,9,0.2103809
500,0.9,1,9,0.2475595
1000,0.9,1,9,0.2751885
10,1,1,9,0
50,1,1,9,0
100,1,1,9,0
500,1,1,9,0
1000,1,1,9,0
10,0,3,9,0.2774675
50,0,3,9,0.2774675
100,0,3,9,0.2774675
500,0,3,9,0.2774675
1000,0,3,9,0.2774675
10,0.1,3,9,0.3336172
50,0.1,3,9,0.2507628
100,0.1,3,9,0.2451307
500,0.1,3,9,0.2347875
1000,0.1,3,9,0.2361054
10,0.2,3,9,0.1296957
50,0.2,3,9,0.1602831
100,0.2,3,9,0.1660142
500,0.2,3,9,0.2005167
1000,0.2,3,9,0.1983076
10,0.3,3,9,0.0507450
50,0.3,3,9,0.0774197
100,0.3,3,9,0.1286241
500,0.3,3,9,0.1159987
1000,0.3,3,9,0.1450471
10,0.4,3,9,0.0337521
50,0.4,3,9,0.0463785
100,0.4,3,9,0.0846126
500,0.4,3,9,0.1117260
1000,0.4,3,9,0.0954565
10,0.5,3,9,0.0780120
50,0.5,3,9,0.0819995
100,0.5,3,9,0.0160430
500,0.5,3,9,0.0789684
1000,0.5,3,9,0.0714403
10,0.6,3,9,0.4833177
50,0.6,3,9,0.0797189
100,0.6,3,9,0.0958671
500,0.6,3,9,0.0401739
1000,0.6,3,9,0.0805029
10,0.7,3,9,0.8149049
50,0.7,3,9,0.4624158
100,0.7,3,9,0.3290775
500,0.7,3,9,0.1034588
1000,0.7,3,9,0.0961774
10,0.8,3,9,0.1334509
50,0.8,3,9,0.3410685
100,0.8,3,9,0.2871276
500,0.8,3,9,0.2962218
1000,0.8,3,9,0.3034086
10,0.9,3,9,0.0246914
50,0.9,3,9,0.0257496
100,0.9,3,9,0.0557515
500,0.9,3,9,0.0811074
1000,0.9,3,9,0.0849240
10,1,3,9,0
50,1,3,9,0
100,1,3,9,0
500,1,3,9,0
1000,1,3,9,0
10,0,5,9,0.3040224
50,0,5,9,0.3040224
100,0,5,9,0.3040224
500,0,5,9,0.3040224
1000,0,5,9,0.3040224
10,0.1,5,9,0.1416831
50,0.1,5,9,0.2338051
100,0.1,5,9,0.2463219
500,0.1,5,9,0.2537995
1000,0.1,5,9,0.2559429
10,0.2,5,9,0.2891964
50,0.2,5,9,0.2811875
100,0.2,5,9,0.2250034
500,0.2,5,9,0.2335652
1000,0.2,5,9,0.2204495
10,0.3,5,9,0.1366519
50,0.3,5,9,0.1252491
100,0.3,5,9,0.1655577
500,0.3,5,9,0.1613881
1000,0.3,5,9,0.1520863
10,0.4,5,9,0.0214020
50,0.4,5,9,0.1235129
100,0.4,5,9,0.1601227
500,0.4,5,9,0.1503953
1000,0.4,5,9,0.1457546
10,0.5,5,9,0.0500245
50,0.5,5,9,0.0454902
100,0.5,5,9,0.0295014
500,0.5,5,9,0.0894973
1000,0.5,5,9,0.0639943
10,0.6,5,9,0.3009209
50,0.6,5,9,0.0584841
100,0.6,5,9,0.0295364
500,0.6,5,9,0.0416702
1000,0.6,5,9,0.0394068
10,0.7,5,9,0.8050010
50,0.7,5,9,0.6992120
100,0.7,5,9,0.3331599
500,0.7,5,9,0.1423281
1000,0.7,5,9,0.1077365
10,0.8,5,9,0.1913580
50,0.8,5,9,0.2318096
100,0.8,5,9,0.2160432
500,0.8,5,9,0.5536451
1000,0.8,5,9,0.4559373
10,0.9,5,9,0.0864198
50,0.9,5,9,0.1312124
100,0.9,5,9,0.1267490
500,0.9,5,9,0.1811057
1000,0.9,5,9,0.1439413
10,1,5,9,0
50,1,5,9,0
100,1,5,9,0
500,1,5,9,0
1000,1,5,9,0
